,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 417,77.64624538,55.69102978,,Generation 417,89.00783793,68.52846388,,Generation 417,97.59090102,74.62401323,,Generation 417,87.90950257,69.08997727,,Generation 417,94.14769995,70.42975165,,Generation 417,91.28594795,65.98026167,,Generation 417,92.60638601,75.31145742,,Generation 417,89.26045073,65.23620209,,Generation 417,81.89754022,64.56458039,,Generation 417,88.1706588,67.81657918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 418,76.91503354,55.69102978,,Generation 418,91.11210545,68.44658598,,Generation 418,93.22999399,74.62401323,,Generation 418,85.41084582,69.08997727,,Generation 418,91.69613269,70.42975165,,Generation 418,88.9441091,65.82977632,,Generation 418,95.38895787,75.3683897,,Generation 418,82.92164307,65.23620209,,Generation 418,84.88206823,64.11111011,,Generation 418,89.23835749,67.7742018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 419,69.35965586,55.69102978,,Generation 419,90.44102593,68.13979097,,Generation 419,97.6854639,74.62401323,,Generation 419,84.64979921,68.80989608,,Generation 419,95.45046253,69.28639503,,Generation 419,85.05376439,65.82977632,,Generation 419,96.29281953,75.00621505,,Generation 419,83.38568768,63.94922462,,Generation 419,81.88970156,63.53290104,,Generation 419,85.1438528,67.30890526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 420,73.60215871,55.69102978,,Generation 420,88.21770795,68.2086277,,Generation 420,92.7094187,74.50208126,,Generation 420,86.63803425,69.08997727,,Generation 420,91.32582584,69.87009153,,Generation 420,86.14675668,65.51462743,,Generation 420,95.99364414,75.00621505,,Generation 420,83.33853929,63.94922462,,Generation 420,85.24857014,64.11111011,,Generation 420,84.68613745,67.26652789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 421,75.94191975,55.69102978,,Generation 421,92.78142837,68.13979097,,Generation 421,95.95508814,74.62401323,,Generation 421,85.66351354,69.08997727,,Generation 421,88.11543782,70.29899591,,Generation 421,86.64458193,65.51462743,,Generation 421,96.4778547,73.34682987,,Generation 421,81.17547581,63.94922462,,Generation 421,81.05169352,64.07353602,,Generation 421,90.16393066,67.26652789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 422,74.13501732,55.53613265,,Generation 422,89.81738558,68.13979097,,Generation 422,93.75348226,74.50208126,,Generation 422,89.1790714,69.08997727,,Generation 422,89.4478156,69.70387808,,Generation 422,84.1389608,64.78305402,,Generation 422,94.72788522,73.25585576,,Generation 422,79.72460093,63.94922462,,Generation 422,82.35135789,64.07353602,,Generation 422,89.26638604,66.35637319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 423,66.43344861,55.53613265,,Generation 423,85.9578696,68.13979097,,Generation 423,93.6777089,74.50208126,,Generation 423,88.00163679,68.04903675,,Generation 423,88.2556413,68.98619044,,Generation 423,83.4566801,64.82782099,,Generation 423,92.40184848,73.19892348,,Generation 423,79.76688973,63.94922462,,Generation 423,82.09892127,64.07353602,,Generation 423,88.70379528,66.55349354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 424,67.34702246,55.0138325,,Generation 424,86.77336387,67.97981192,,Generation 424,94.37040811,74.50208126,,Generation 424,88.17651035,69.08997727,,Generation 424,90.46268094,68.98619044,,Generation 424,85.20242656,64.82782099,,Generation 424,90.77718082,73.19892348,,Generation 424,81.93079754,63.94922462,,Generation 424,79.57351501,64.07353602,,Generation 424,82.94122795,65.89107665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 425,74.94499428,55.0138325,,Generation 425,89.13455152,68.13979097,,Generation 425,94.81048804,74.50208126,,Generation 425,90.24242835,68.07731737,,Generation 425,89.22818097,68.83396473,,Generation 425,84.28096197,64.31255455,,Generation 425,92.84566097,72.33829068,,Generation 425,83.95454197,63.91075939,,Generation 425,79.63528599,64.05071139,,Generation 425,84.02017303,65.89107665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 426,72.7097263,54.92231633,,Generation 426,86.29922393,68.13979097,,Generation 426,96.60693156,74.50208126,,Generation 426,87.92235783,68.31441291,,Generation 426,85.40522472,68.8554347,,Generation 426,80.88661724,64.31255455,,Generation 426,91.32454913,72.23098437,,Generation 426,81.83525178,63.91075939,,Generation 426,81.97860929,62.78983931,,Generation 426,81.57937561,65.45599947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 427,73.87727074,54.92231633,,Generation 427,87.18999838,68.12503936,,Generation 427,90.65063774,74.00456437,,Generation 427,87.67832575,69.08997727,,Generation 427,87.25324521,68.50532628,,Generation 427,87.71884065,64.31255455,,Generation 427,93.41789425,72.2813584,,Generation 427,78.14521407,63.91075939,,Generation 427,83.77564818,63.05877539,,Generation 427,83.49431542,65.62714739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 428,65.15278029,54.42738102,,Generation 428,90.03279737,68.13979097,,Generation 428,92.69839464,74.00456437,,Generation 428,86.75357072,69.08997727,,Generation 428,87.90133729,68.03613133,,Generation 428,86.23949743,64.30891076,,Generation 428,90.84773117,72.08573077,,Generation 428,81.38606776,63.12896262,,Generation 428,83.77557411,62.29879493,,Generation 428,83.63504883,65.45599947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 429,65.50088526,54.92231633,,Generation 429,89.42921066,68.13979097,,Generation 429,96.0107521,74.50208126,,Generation 429,90.40917301,69.08997727,,Generation 429,85.14721633,67.86205557,,Generation 429,83.85679913,64.30891076,,Generation 429,89.0212442,71.70118622,,Generation 429,82.66525099,63.11989232,,Generation 429,82.38125835,61.43195364,,Generation 429,84.69927895,65.45599947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 430,74.56874002,54.92231633,,Generation 430,83.94050163,68.13979097,,Generation 430,92.9141326,74.50208126,,Generation 430,87.67625239,69.07457151,,Generation 430,88.47247904,66.96569902,,Generation 430,87.45994696,64.00797157,,Generation 430,94.32321702,71.35765219,,Generation 430,82.20510046,63.02631686,,Generation 430,84.01801025,62.21767709,,Generation 430,81.26152722,65.30443581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 431,76.07640526,54.92231633,,Generation 431,87.73178089,68.13979097,,Generation 431,91.41438887,74.50208126,,Generation 431,87.78046633,69.07457151,,Generation 431,80.21106279,66.96569902,,Generation 431,86.20914494,64.00797157,,Generation 431,89.6275494,71.64425394,,Generation 431,80.08666057,63.01724655,,Generation 431,81.17540217,62.19485247,,Generation 431,84.17648824,65.19207021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 432,79.17357002,53.4032405,,Generation 432,85.76986835,67.82186354,,Generation 432,89.69773052,74.17869887,,Generation 432,91.11077478,68.96317224,,Generation 432,86.48301905,66.11631498,,Generation 432,84.34330856,63.98750987,,Generation 432,89.20440949,71.64425394,,Generation 432,83.34105675,63.02631686,,Generation 432,83.81222169,62.21767709,,Generation 432,83.3505113,62.51172733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 433,64.28102146,53.39820888,,Generation 433,85.60062967,67.82186354,,Generation 433,93.19050602,74.17869887,,Generation 433,89.91555308,68.978578,,Generation 433,86.58813162,66.27223371,,Generation 433,83.16534409,63.98750987,,Generation 433,89.11582328,71.30071991,,Generation 433,84.30346356,62.20605486,,Generation 433,80.19451585,62.21767709,,Generation 433,80.43702725,62.51172733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 434,64.94113003,53.4032405,,Generation 434,89.71516224,67.82186354,,Generation 434,92.47664432,74.17869887,,Generation 434,88.10007803,68.80551482,,Generation 434,84.87615002,65.42284968,,Generation 434,87.1265542,64.30891076,,Generation 434,90.28650431,71.30071991,,Generation 434,82.11456198,62.20605486,,Generation 434,82.88209629,62.19485247,,Generation 434,84.4017816,62.51172733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 435,69.62320036,53.12229031,,Generation 435,87.54554005,67.42202314,,Generation 435,92.72887979,74.17869887,,Generation 435,90.67139008,68.96317224,,Generation 435,84.56610017,65.42284968,,Generation 435,83.60115836,64.30891076,,Generation 435,87.01930084,71.30071991,,Generation 435,83.83133255,62.19698455,,Generation 435,84.47352529,62.19485247,,Generation 435,85.82081859,62.51172733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 436,69.52490331,51.05042432,,Generation 436,86.31026401,67.82186354,,Generation 436,92.91797691,74.17869887,,Generation 436,86.70111322,67.82364138,,Generation 436,84.19738367,65.21704227,,Generation 436,87.77451646,64.30891076,,Generation 436,86.71100576,71.30071991,,Generation 436,87.48778397,62.85481993,,Generation 436,87.4903588,62.19485247,,Generation 436,81.32915527,61.76451602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 437,75.21047533,49.34831614,,Generation 437,87.70446175,67.82186354,,Generation 437,95.7878327,74.17869887,,Generation 437,84.4603043,67.82364138,,Generation 437,82.80096802,65.28480562,,Generation 437,85.21648554,64.30891076,,Generation 437,89.81537776,69.96769173,,Generation 437,82.8723962,62.20605486,,Generation 437,85.84148199,62.19485247,,Generation 437,81.71971661,61.76451602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 438,71.97330217,49.34831614,,Generation 438,87.04835979,66.11888483,,Generation 438,96.89754246,74.17869887,,Generation 438,84.13823674,67.77038642,,Generation 438,82.110616,65.28480562,,Generation 438,80.92252778,64.30891076,,Generation 438,89.67555008,69.96769173,,Generation 438,81.66199364,62.03455793,,Generation 438,84.19581496,61.05248415,,Generation 438,81.05260983,62.33351353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 439,73.28859015,49.34831614,,Generation 439,88.27126368,65.80095741,,Generation 439,91.25466239,72.58138037,,Generation 439,88.95217241,66.85654439,,Generation 439,83.99296895,64.43542158,,Generation 439,80.51333574,64.28299593,,Generation 439,92.19004308,69.96769173,,Generation 439,83.66081744,62.03455793,,Generation 439,81.33818906,62.19485247,,Generation 439,82.40481674,61.97870937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 440,63.19755443,49.15888212,,Generation 440,86.45374991,65.80095741,,Generation 440,95.50329892,72.58138037,,Generation 440,85.99596337,67.82364138,,Generation 440,84.24429594,64.43542158,,Generation 440,85.71372487,63.85443015,,Generation 440,94.9326392,69.96769173,,Generation 440,79.01581646,62.03455793,,Generation 440,82.37693792,62.19485247,,Generation 440,81.93379335,61.67887431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 441,65.30440135,49.12241051,,Generation 441,86.19858815,65.80095741,,Generation 441,94.50144486,73.42229832,,Generation 441,84.89166833,67.7122421,,Generation 441,83.30100817,64.22366314,,Generation 441,86.80370035,63.85443015,,Generation 441,87.93174898,70.07692146,,Generation 441,82.10309575,62.03455793,,Generation 441,83.06059051,62.09482036,,Generation 441,80.23890324,60.81205302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 442,68.60228293,49.12241051,,Generation 442,86.3534557,65.48752508,,Generation 442,93.7348572,72.58138037,,Generation 442,84.64840121,67.7122421,,Generation 442,82.30383099,64.22366314,,Generation 442,81.20870389,63.85443015,,Generation 442,89.0282321,70.07692146,,Generation 442,82.83461476,62.03455793,,Generation 442,83.34042357,62.09482036,,Generation 442,77.12441163,60.72999205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 443,68.38163708,49.15888212,,Generation 443,87.24831306,65.80095741,,Generation 443,89.38671209,72.494291,,Generation 443,85.03839478,67.7122421,,Generation 443,85.12679363,64.22366314,,Generation 443,80.84327394,63.73313275,,Generation 443,89.35607019,70.07692146,,Generation 443,82.43425397,60.96994947,,Generation 443,84.00730722,61.99198343,,Generation 443,76.30487914,60.72999205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 444,70.11256458,49.15888212,,Generation 444,84.86424219,65.48752508,,Generation 444,92.975604,71.82497982,,Generation 444,87.40058182,67.7122421,,Generation 444,88.01945255,63.99956748,,Generation 444,83.37604215,63.72948896,,Generation 444,90.35404313,70.07692146,,Generation 444,85.34857569,57.47785609,,Generation 444,80.14893572,61.92241551,,Generation 444,74.99266471,60.41756527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 445,61.55722895,48.99070408,,Generation 445,88.39464575,65.80095741,,Generation 445,92.509229,71.82497982,,Generation 445,85.44873513,67.7122421,,Generation 445,81.74338328,63.99956748,,Generation 445,84.3293776,63.70357413,,Generation 445,92.18737111,69.67606617,,Generation 445,76.75209562,60.82688358,,Generation 445,80.08147118,61.92241551,,Generation 445,78.02056028,60.07204461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 446,65.75332373,48.99040395,,Generation 446,85.16487021,65.80095741,,Generation 446,94.73342137,71.46932601,,Generation 446,84.89104522,67.7122421,,Generation 446,80.51831968,63.99956748,,Generation 446,83.91476685,63.59353185,,Generation 446,89.31686623,69.67606617,,Generation 446,79.83161944,60.96994947,,Generation 446,82.60517242,61.92241551,,Generation 446,79.01771977,59.50747965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 447,71.50949858,49.15208949,,Generation 447,86.86435452,65.80095741,,Generation 447,91.65542349,71.20997584,,Generation 447,87.52589218,67.7122421,,Generation 447,81.77504866,63.99956748,,Generation 447,84.59022204,63.59353185,,Generation 447,91.00296045,69.67606617,,Generation 447,81.40143687,60.70410797,,Generation 447,79.53056322,61.89195132,,Generation 447,79.93102005,58.81599579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 448,63.07142724,49.15208949,,Generation 448,84.58024866,65.80095741,,Generation 448,93.00604513,70.77130154,,Generation 448,85.58606693,67.7122421,,Generation 448,86.28036362,63.99956748,,Generation 448,81.6765618,63.3576579,,Generation 448,84.46149653,69.8425572,,Generation 448,79.28138425,60.70410797,,Generation 448,82.06824842,61.89195132,,Generation 448,78.66466071,58.81599579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 449,66.86049039,49.15238962,,Generation 449,83.75026872,65.80095741,,Generation 449,87.98847396,70.79350225,,Generation 449,86.80629102,67.7122421,,Generation 449,84.54949899,63.99956748,,Generation 449,79.32498749,63.20680188,,Generation 449,91.5341116,69.8425572,,Generation 449,78.28004452,60.70410797,,Generation 449,79.14473231,61.89195132,,Generation 449,78.13792498,58.6573927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 450,68.19506102,49.15238962,,Generation 450,83.30550656,65.80095741,,Generation 450,94.0971016,70.9723739,,Generation 450,84.51752971,67.7122421,,Generation 450,78.92556158,63.99956748,,Generation 450,80.85741991,63.10617259,,Generation 450,89.40291758,69.8425572,,Generation 450,80.83050335,60.27456961,,Generation 450,83.39715377,61.89195132,,Generation 450,77.86745761,58.69977007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 451,67.90186387,49.15208949,,Generation 451,84.59149932,64.69224985,,Generation 451,92.69179814,70.49384639,,Generation 451,85.19607864,67.25469366,,Generation 451,82.6887957,63.99956748,,Generation 451,80.15402018,62.81935945,,Generation 451,86.95288013,69.8425572,,Generation 451,78.51925554,60.70410797,,Generation 451,79.67405112,61.89195132,,Generation 451,77.92569038,57.71828791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 452,69.34732261,49.15208949,,Generation 452,82.95867723,64.69224985,,Generation 452,88.3139018,70.90782371,,Generation 452,87.75981953,67.25469366,,Generation 452,80.64302807,63.99956748,,Generation 452,85.24830739,62.84432564,,Generation 452,87.41657186,69.66311497,,Generation 452,81.80506689,59.75197302,,Generation 452,81.07342133,61.89195132,,Generation 452,76.05029493,58.69092912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 453,64.39402192,48.48562382,,Generation 453,87.03960789,64.68893694,,Generation 453,91.8230085,70.72859785,,Generation 453,85.7684804,67.25469366,,Generation 453,84.20845677,63.31933231,,Generation 453,79.09145745,62.60940034,,Generation 453,90.04058764,69.2627741,,Generation 453,75.67051099,58.56002118,,Generation 453,83.14441232,61.89195132,,Generation 453,76.77325439,58.37160194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 454,68.04865365,48.25008795,,Generation 454,83.56615835,64.68893694,,Generation 454,92.1657522,70.72859785,,Generation 454,84.46344371,67.25469366,,Generation 454,83.73075827,63.31933231,,Generation 454,80.04610757,62.60940034,,Generation 454,87.29440175,69.02840983,,Generation 454,77.158648,57.89911424,,Generation 454,82.14583033,61.75828599,,Generation 454,76.39398563,58.69977007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 455,67.07244437,48.25008795,,Generation 455,81.66317853,64.68893694,,Generation 455,87.20734933,69.39315036,,Generation 455,87.82743016,67.25469366,,Generation 455,82.39444763,63.31933231,,Generation 455,82.76051644,62.60940034,,Generation 455,88.63219096,68.99033168,,Generation 455,81.35020674,59.75197302,,Generation 455,84.69264072,61.46976256,,Generation 455,76.83920873,57.71828791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 456,68.5265241,48.25008795,,Generation 456,81.69247241,64.68893694,,Generation 456,91.02884329,69.17157503,,Generation 456,88.55828141,67.25469366,,Generation 456,80.34324723,63.31933231,,Generation 456,82.36830336,62.60940034,,Generation 456,89.42280005,68.99033168,,Generation 456,78.78057192,59.75197302,,Generation 456,80.60393327,61.46976256,,Generation 456,76.23678332,57.71828791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 457,67.55823186,48.25008795,,Generation 457,82.29162904,64.68893694,,Generation 457,90.69037291,69.17157503,,Generation 457,86.78666357,67.25469366,,Generation 457,83.53210808,63.31933231,,Generation 457,82.93630289,62.60940034,,Generation 457,87.38711372,69.02840983,,Generation 457,78.86946304,59.09106607,,Generation 457,77.72352041,61.46976256,,Generation 457,78.71764568,57.71828791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 458,59.8511815,48.25008795,,Generation 458,83.69239488,63.69314449,,Generation 458,89.77347177,67.97256716,,Generation 458,86.13925929,66.09270095,,Generation 458,82.28191144,63.31933231,,Generation 458,81.76618921,62.51392768,,Generation 458,85.81728229,69.02840983,,Generation 458,76.4626355,58.90372399,,Generation 458,79.95905756,61.46976256,,Generation 458,78.13253106,57.56852578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 459,67.21073731,48.24978782,,Generation 459,81.16959798,63.69314449,,Generation 459,88.51444784,68.96310705,,Generation 459,87.35471877,66.09270095,,Generation 459,82.27021329,62.83460347,,Generation 459,79.7734734,62.51392768,,Generation 459,82.46441978,69.02840983,,Generation 459,76.01310691,58.24281704,,Generation 459,77.55919671,61.27282659,,Generation 459,77.57435635,57.55968482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 460,66.49848296,48.23201062,,Generation 460,81.57220108,63.60578421,,Generation 460,85.92190467,68.3234798,,Generation 460,86.29417864,65.32822132,,Generation 460,80.16639657,62.31486914,,Generation 460,82.69728618,62.50651477,,Generation 460,87.09545778,69.02840983,,Generation 460,81.22300255,56.65018774,,Generation 460,77.65650409,61.27282659,,Generation 460,76.61390147,57.50078581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 461,69.68938424,48.23157775,,Generation 461,86.08432202,63.60578421,,Generation 461,89.54833442,68.3234798,,Generation 461,85.81258593,66.49021403,,Generation 461,83.63448431,62.31486914,,Generation 461,78.77563266,61.38537324,,Generation 461,85.92200168,69.02840983,,Generation 461,82.74701979,56.65018774,,Generation 461,77.97526826,60.48995899,,Generation 461,79.12376445,57.34218272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 462,68.21381926,48.07430943,,Generation 462,85.485122,63.60578421,,Generation 462,89.08960037,67.1681093,,Generation 462,86.95194795,66.24495497,,Generation 462,81.47025716,62.31486914,,Generation 462,82.57760287,61.38537324,,Generation 462,86.77194897,69.02840983,,Generation 462,76.53728441,55.80193871,,Generation 462,79.49242402,60.29302303,,Generation 462,77.31731303,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 463,67.23073079,47.28086065,,Generation 463,82.98326888,61.99575104,,Generation 463,86.33501087,66.34221478,,Generation 463,83.04493562,65.78840027,,Generation 463,81.77308888,62.10554971,,Generation 463,80.88062312,61.38537324,,Generation 463,84.00295182,66.85716934,,Generation 463,76.28343464,54.84980375,,Generation 463,82.11611812,60.29302303,,Generation 463,72.1245425,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 464,71.29354903,47.28086065,,Generation 464,79.94940524,61.99575104,,Generation 464,87.78034941,65.72073006,,Generation 464,83.97382585,65.54090672,,Generation 464,81.70756832,62.10554971,,Generation 464,83.7138076,61.48825881,,Generation 464,88.44418518,66.85716934,,Generation 464,75.81098086,54.64128602,,Generation 464,81.80281157,60.29302303,,Generation 464,78.59332924,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 465,59.5446736,47.10538226,,Generation 465,79.58747533,61.90839076,,Generation 465,81.67259768,65.66235398,,Generation 465,85.56042184,64.68009222,,Generation 465,80.59437769,62.10554971,,Generation 465,83.18176711,61.38537324,,Generation 465,82.16037567,66.85716934,,Generation 465,76.30592664,53.79450388,,Generation 465,81.35508704,59.70959159,,Generation 465,79.16044553,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 466,65.80552358,47.10538226,,Generation 466,81.61617946,61.99575104,,Generation 466,83.73719677,65.66235398,,Generation 466,89.30935061,64.68009222,,Generation 466,80.18232606,62.10554971,,Generation 466,78.684601,61.38537324,,Generation 466,82.97886728,66.36859902,,Generation 466,74.01428488,53.38869358,,Generation 466,80.0777718,60.29302303,,Generation 466,78.76343562,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 467,67.45407438,46.91493778,,Generation 467,82.98245405,61.16329195,,Generation 467,83.52589813,65.64015327,,Generation 467,89.01796982,64.68009222,,Generation 467,79.63054032,61.19400767,,Generation 467,80.83528714,60.67166279,,Generation 467,85.99767637,64.70304534,,Generation 467,73.21864535,52.81242555,,Generation 467,80.52668528,59.70959159,,Generation 467,76.04802141,57.33334176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 468,64.3903667,46.91493778,,Generation 468,81.79021326,61.90839076,,Generation 468,84.96649939,65.56546073,,Generation 468,85.06337531,63.7307849,,Generation 468,79.30049942,61.19400767,,Generation 468,77.52892902,60.84125838,,Generation 468,85.3426768,64.70304534,,Generation 468,74.38036006,52.81242555,,Generation 468,80.68850901,59.39761417,,Generation 468,77.20781587,56.6404791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 469,66.56927632,46.69953524,,Generation 469,79.14585582,61.90839076,,Generation 469,80.79841138,65.163086,,Generation 469,80.67537021,62.71314657,,Generation 469,79.84495068,61.19400767,,Generation 469,79.51152648,61.04624594,,Generation 469,87.10233584,66.36859902,,Generation 469,73.1269366,52.81242555,,Generation 469,80.20262346,59.70959159,,Generation 469,77.1977019,56.3662753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 470,57.50680685,46.52405685,,Generation 470,82.659249,61.90839076,,Generation 470,85.63654259,65.64015327,,Generation 470,81.18281186,63.11130092,,Generation 470,82.95243512,60.98468824,,Generation 470,83.41992232,61.04624594,,Generation 470,84.93898643,66.36859902,,Generation 470,72.82583588,52.81242555,,Generation 470,80.59370883,59.70959159,,Generation 470,80.05659585,56.38924037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 471,61.76158427,46.52405685,,Generation 471,84.19143962,61.90839076,,Generation 471,85.30956534,64.97660844,,Generation 471,80.74079266,63.11130092,,Generation 471,80.48030296,60.98468824,,Generation 471,77.3814263,61.04624594,,Generation 471,84.70831282,66.36859902,,Generation 471,70.71638015,52.81242555,,Generation 471,80.79526756,59.39761417,,Generation 471,75.48912243,56.38924037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 472,67.70885712,46.19994985,,Generation 472,83.04666315,61.90839076,,Generation 472,82.83418118,64.97660844,,Generation 472,86.40074349,63.11130092,,Generation 472,79.30883419,60.98468824,,Generation 472,78.88227243,61.04624594,,Generation 472,84.21610792,65.90152763,,Generation 472,69.22456875,52.62383693,,Generation 472,79.72574244,59.39761417,,Generation 472,79.97729867,55.67904616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 473,55.25450874,45.87316571,,Generation 473,83.76547999,61.0573824,,Generation 473,82.74213766,64.95440773,,Generation 473,82.36205364,63.11130092,,Generation 473,80.16561641,60.96903711,,Generation 473,78.60078104,60.08384343,,Generation 473,83.37446958,65.62354684,,Generation 473,68.90618281,52.62383693,,Generation 473,82.43570699,59.39761417,,Generation 473,75.27464693,55.67904616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 474,65.80056788,45.61862444,,Generation 474,84.19104668,60.97002212,,Generation 474,81.32095596,64.72098849,,Generation 474,82.86945521,63.11130092,,Generation 474,79.595018,60.96903711,,Generation 474,78.75794748,60.77031881,,Generation 474,85.40784571,65.62354684,,Generation 474,73.65915211,52.62383693,,Generation 474,74.76630737,59.16234537,,Generation 474,73.30315347,55.67904616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 475,63.18274576,44.96773329,,Generation 475,79.76442377,60.97002212,,Generation 475,82.80356626,64.47734046,,Generation 475,82.39316277,63.11130092,,Generation 475,79.60063538,60.88761609,,Generation 475,77.86905489,60.50410102,,Generation 475,84.22897476,65.15647545,,Generation 475,74.34639154,52.62383693,,Generation 475,78.30773707,59.17608903,,Generation 475,76.92355151,55.67904616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 476,65.366342,44.72510529,,Generation 476,82.02846229,60.97002212,,Generation 476,83.42392725,63.66247533,,Generation 476,78.00114575,63.08643302,,Generation 476,79.04404626,60.88761609,,Generation 476,78.60229522,60.50410102,,Generation 476,87.14713523,64.44777328,,Generation 476,73.64127775,52.62383693,,Generation 476,78.71466218,59.0082044,,Generation 476,74.64400109,55.21209244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generation 477,57.04722284,44.07421414,,Generation 477,83.35347454,60.97002212,,Generation 477,81.18283785,63.93073429,,Generation 477,82.31858559,62.46694903,,Generation 477,78.82083789,60.75971768,,Generation 477,78.37897081,60.22817389,,Generation 477,82.85723741,64.44777328,,Generation 477,71.74028135,52.62383693,,Generation 477,79.4145628,59.0082044,,Generation 477,72.35156132,54.90977711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
